TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,FTARATE,PTSOFF TO,2NDPTS,FBPS,PITP,2PM,2PA,2P%,TEAM OPP,MATCH UP OPP,W/L OPP,MIN OPP,PTS OPP,FGM OPP,FGA OPP,FG% OPP,3PM OPP,3PA OPP,3P% OPP,FTM OPP,FTA OPP,FT% OPP,OREB OPP,DREB OPP,REB OPP,AST OPP,TOV OPP,STL OPP,BLK OPP,PF OPP,+/- OPP,OFFRTG OPP,DEFRTG OPP,NETRTG OPP,AST% OPP,AST/TO OPP,ASTRATIO OPP,OREB% OPP,DREB% OPP,REB% OPP,TOV% OPP,EFG% OPP,TS% OPP,PACE OPP,PIE OPP,FTARATE OPP,PTSOFF TO OPP,2NDPTS OPP,FBPS OPP,PITP OPP,2PM OPP,2PA OPP,2P% OPP
ORL,ORL @ CLE,12/02/2022,L,48,96,40,81,49.4,8,23,34.8,8,12,66.7,11,29,40,19,18,6,4,13,-11,103.2,116.3,-13.1,47.5,1.06,15.2,30.2,76.7,53.5,19.4,54.3,55.6,92.5,45.2,0.148,12,13,13,54,32,58,55.2,CLE,CLE vs. ORL,W,48,107,41,84,48.8,16,42,38.1,9,9,100.0,5,28,33,22,13,7,5,14,11,116.3,103.2,13.1,53.7,1.69,17.9,23.3,69.8,46.5,14.1,58.3,60.8,92.5,54.8,0.107,21,12,12,44,25,42,59.5
ATL,ATL vs. DEN,12/02/2022,W,48,117,49,88,55.7,10,28,35.7,9,14,64.3,12,31,43,24,12,7,3,14,8,121.9,113.5,8.3,49.0,2.0,18.0,32.5,73.3,54.1,12.5,61.4,62.1,96.0,53.2,0.159,26,14,14,54,39,60,65.0,DEN,DEN @ ATL,L,48,109,45,85,52.9,12,32,37.5,7,13,53.8,9,24,33,31,16,8,0,12,-8,113.5,121.9,-8.3,68.9,1.94,22.3,26.7,67.5,45.9,16.7,60.0,60.1,96.0,46.8,0.153,11,11,12,62,33,53,62.3
MEM,MEM vs. PHI,12/02/2022,W,48,117,42,97,43.3,11,30,36.7,22,28,78.6,19,38,57,22,12,8,11,18,8,117.0,109.0,8.0,52.4,1.83,15.3,37.9,75.0,55.5,12.0,49.0,53.5,100.0,54.4,0.289,22,25,24,60,31,67,46.3,PHI,PHI @ MEM,L,48,109,40,91,44.0,14,33,42.4,15,17,88.2,10,32,42,23,13,7,5,21,-8,109.0,117.0,-8.0,57.5,1.77,17.0,25.0,62.1,44.5,13.0,51.6,55.3,100.0,45.6,0.187,14,11,9,46,26,58,44.8
CHI,CHI @ GSW,12/02/2022,L,48,111,43,93,46.2,9,27,33.3,16,24,66.7,6,38,44,28,12,7,1,28,-8,102.8,109.2,-6.4,65.1,2.33,19.4,14.5,78.0,44.8,11.1,51.1,53.6,108.5,44.9,0.258,27,9,21,54,34,66,51.5,GSW,GSW vs. CHI,W,48,119,42,87,48.3,20,50,40.0,15,23,65.2,7,43,50,32,20,2,5,19,8,109.2,102.8,6.4,76.2,1.6,21.1,22.0,85.5,55.2,18.3,59.8,61.3,108.5,55.1,0.264,6,8,10,34,22,37,59.5
PHX,PHX vs. HOU,12/02/2022,L,48,121,45,85,52.9,17,37,45.9,14,19,73.7,9,28,37,30,18,9,5,28,-1,122.2,122.0,0.2,66.7,1.67,21.3,31.0,63.0,47.7,18.2,62.9,64.8,99.5,51.1,0.224,19,9,18,40,28,48,58.3,HOU,HOU @ PHX,W,48,122,40,81,49.4,8,24,33.3,34,43,79.1,13,28,41,19,17,12,2,22,1,122.0,122.2,-0.2,47.5,1.12,14.0,37.0,69.0,52.3,17.0,54.3,61.0,99.5,48.9,0.531,14,21,20,62,32,57,56.1
TOR,TOR @ BKN,12/02/2022,L,48,105,38,87,43.7,7,24,29.2,22,30,73.3,11,32,43,16,14,7,2,19,-9,104.0,112.9,-8.9,42.1,1.14,12.3,26.4,76.2,48.4,13.9,47.7,52.4,101.0,43.8,0.345,22,15,8,58,31,63,49.2,BKN,BKN vs. TOR,W,48,114,44,82,53.7,11,32,34.4,15,22,68.2,7,34,41,27,18,7,5,27,9,112.9,104.0,8.9,61.4,1.5,19.6,23.8,73.6,51.6,17.8,60.4,62.2,101.0,56.2,0.268,26,16,18,50,33,50,66.0
DEN,DEN @ ATL,12/02/2022,L,48,109,45,85,52.9,12,32,37.5,7,13,53.8,9,24,33,31,16,8,0,12,-8,113.5,121.9,-8.3,68.9,1.94,22.3,26.7,67.5,45.9,16.7,60.0,60.1,96.0,46.8,0.153,11,11,12,62,33,53,62.3,ATL,ATL vs. DEN,W,48,117,49,88,55.7,10,28,35.7,9,14,64.3,12,31,43,24,12,7,3,14,8,121.9,113.5,8.3,49.0,2.0,18.0,32.5,73.3,54.1,12.5,61.4,62.1,96.0,53.2,0.159,26,14,14,54,39,60,65.0
LAL,LAL @ MIL,12/02/2022,W,48,133,52,96,54.2,11,26,42.3,18,24,75.0,12,32,44,32,4,6,4,16,4,133.0,130.3,2.7,61.5,8.0,22.1,29.8,74.5,52.1,4.0,59.9,62.4,99.5,53.1,0.25,12,14,12,70,41,70,58.6,MIL,MIL vs. LAL,L,48,129,50,94,53.2,17,43,39.5,12,15,80.0,10,32,42,29,10,2,5,18,-4,130.3,133.0,-2.7,58.0,2.9,20.7,25.5,70.2,47.9,10.1,62.2,64.1,99.5,46.9,0.16,4,14,14,54,33,51,64.7
MIL,MIL vs. LAL,12/02/2022,L,48,129,50,94,53.2,17,43,39.5,12,15,80.0,10,32,42,29,10,2,5,18,-4,130.3,133.0,-2.7,58.0,2.9,20.7,25.5,70.2,47.9,10.1,62.2,64.1,99.5,46.9,0.16,4,14,14,54,33,51,64.7,LAL,LAL @ MIL,W,48,133,52,96,54.2,11,26,42.3,18,24,75.0,12,32,44,32,4,6,4,16,4,133.0,130.3,2.7,61.5,8.0,22.1,29.8,74.5,52.1,4.0,59.9,62.4,99.5,53.1,0.25,12,14,12,70,41,70,58.6
BKN,BKN vs. TOR,12/02/2022,W,48,114,44,82,53.7,11,32,34.4,15,22,68.2,7,34,41,27,18,7,5,27,9,112.9,104.0,8.9,61.4,1.5,19.6,23.8,73.6,51.6,17.8,60.4,62.2,101.0,56.2,0.268,26,16,18,50,33,50,66.0,TOR,TOR @ BKN,L,48,105,38,87,43.7,7,24,29.2,22,30,73.3,11,32,43,16,14,7,2,19,-9,104.0,112.9,-8.9,42.1,1.14,12.3,26.4,76.2,48.4,13.9,47.7,52.4,101.0,43.8,0.345,22,15,8,58,31,63,49.2
HOU,HOU @ PHX,12/02/2022,W,48,122,40,81,49.4,8,24,33.3,34,43,79.1,13,28,41,19,17,12,2,22,1,122.0,122.2,-0.2,47.5,1.12,14.0,37.0,69.0,52.3,17.0,54.3,61.0,99.5,48.9,0.531,14,21,20,62,32,57,56.1,PHX,PHX vs. HOU,L,48,121,45,85,52.9,17,37,45.9,14,19,73.7,9,28,37,30,18,9,5,28,-1,122.2,122.0,0.2,66.7,1.67,21.3,31.0,63.0,47.7,18.2,62.9,64.8,99.5,51.1,0.224,19,9,18,40,28,48,58.3
MIA,MIA @ BOS,12/02/2022,W,53,120,48,101,47.5,11,35,31.4,13,18,72.2,12,38,50,19,17,11,3,24,4,107.1,104.5,2.6,39.6,1.12,13.1,26.3,80.4,51.9,15.2,53.0,55.1,100.98,48.7,0.178,21,22,11,54,37,66,56.1,BOS,BOS vs. MIA,L,53,116,40,87,46.0,15,45,33.3,21,28,75.0,7,41,48,26,20,6,2,18,-4,104.5,107.1,-2.6,65.0,1.3,17.8,19.6,73.7,48.1,18.0,54.6,58.4,100.98,51.3,0.322,15,10,18,46,25,42,59.5
CHA,CHA vs. WAS,12/02/2022,W,48,117,40,95,42.1,12,29,41.4,25,31,80.6,19,26,45,25,4,6,3,24,1,124.5,123.4,1.1,62.5,6.25,17.9,35.6,54.0,44.0,4.3,48.4,53.8,94.0,48.9,0.326,24,19,13,52,28,66,42.4,WAS,WAS @ CHA,L,48,116,39,86,45.3,12,33,36.4,26,35,74.3,18,38,56,23,14,3,9,23,-1,123.4,124.5,-1.1,59.0,1.64,16.4,46.0,64.4,56.0,14.9,52.3,57.2,94.0,51.1,0.407,7,19,8,48,27,53,50.9
PHI,PHI @ MEM,12/02/2022,L,48,109,40,91,44.0,14,33,42.4,15,17,88.2,10,32,42,23,13,7,5,21,-8,109.0,117.0,-8.0,57.5,1.77,17.0,25.0,62.1,44.5,13.0,51.6,55.3,100.0,45.6,0.187,14,11,9,46,26,58,44.8,MEM,MEM vs. PHI,W,48,117,42,97,43.3,11,30,36.7,22,28,78.6,19,38,57,22,12,8,11,18,8,117.0,109.0,8.0,52.4,1.83,15.3,37.9,75.0,55.5,12.0,49.0,53.5,100.0,54.4,0.289,22,25,24,60,31,67,46.3
IND,IND @ UTA,12/02/2022,L,48,119,40,92,43.5,12,34,35.3,27,33,81.8,9,26,35,25,19,12,5,35,-20,102.6,120.9,-18.3,62.5,1.32,16.4,22.8,70.7,42.9,16.4,50.0,55.9,115.5,38.5,0.359,27,11,24,46,28,58,48.3,UTA,UTA vs. IND,W,48,139,46,83,55.4,15,34,44.1,32,37,86.5,8,39,47,29,26,7,2,28,20,120.9,102.6,18.3,63.0,1.12,18.6,29.3,77.2,57.1,22.6,64.5,70.0,115.5,61.5,0.446,19,18,8,60,31,49,63.3
BOS,BOS vs. MIA,12/02/2022,L,53,116,40,87,46.0,15,45,33.3,21,28,75.0,7,41,48,26,20,6,2,18,-4,104.5,107.1,-2.6,65.0,1.3,17.8,19.6,73.7,48.1,18.0,54.6,58.4,100.98,51.3,0.322,15,10,18,46,25,42,59.5,MIA,MIA @ BOS,W,53,120,48,101,47.5,11,35,31.4,13,18,72.2,12,38,50,19,17,11,3,24,4,107.1,104.5,2.6,39.6,1.12,13.1,26.3,80.4,51.9,15.2,53.0,55.1,100.98,48.7,0.178,21,22,11,54,37,66,56.1
GSW,GSW vs. CHI,12/02/2022,W,48,119,42,87,48.3,20,50,40.0,15,23,65.2,7,43,50,32,20,2,5,19,8,109.2,102.8,6.4,76.2,1.6,21.1,22.0,85.5,55.2,18.3,59.8,61.3,108.5,55.1,0.264,6,8,10,34,22,37,59.5,CHI,CHI @ GSW,L,48,111,43,93,46.2,9,27,33.3,16,24,66.7,6,38,44,28,12,7,1,28,-8,102.8,109.2,-6.4,65.1,2.33,19.4,14.5,78.0,44.8,11.1,51.1,53.6,108.5,44.9,0.258,27,9,21,54,34,66,51.5
CLE,CLE vs. ORL,12/02/2022,W,48,107,41,84,48.8,16,42,38.1,9,9,100.0,5,28,33,22,13,7,5,14,11,116.3,103.2,13.1,53.7,1.69,17.9,23.3,69.8,46.5,14.1,58.3,60.8,92.5,54.8,0.107,21,12,12,44,25,42,59.5,ORL,ORL @ CLE,L,48,96,40,81,49.4,8,23,34.8,8,12,66.7,11,29,40,19,18,6,4,13,-11,103.2,116.3,-13.1,47.5,1.06,15.2,30.2,76.7,53.5,19.4,54.3,55.6,92.5,45.2,0.148,12,13,13,54,32,58,55.2
DAL,DAL @ DET,12/01/2022,L,53,125,46,86,53.5,19,46,41.3,14,29,48.3,4,26,30,25,13,8,7,24,-6,117.9,122.4,-4.5,54.3,1.92,18.2,12.8,65.2,38.7,12.3,64.5,63.3,96.45,44.3,0.337,17,11,7,44,27,40,67.5,DET,DET vs. DAL,W,53,131,51,94,54.3,15,35,42.9,14,24,58.3,13,39,52,29,13,9,0,26,6,122.4,117.9,4.5,56.9,2.23,19.1,34.8,87.2,61.3,12.1,62.2,62.6,96.45,55.7,0.255,18,17,6,54,36,59,61.0
DET,DET vs. DAL,12/01/2022,W,53,131,51,94,54.3,15,35,42.9,14,24,58.3,13,39,52,29,13,9,0,26,6,122.4,117.9,4.5,56.9,2.23,19.1,34.8,87.2,61.3,12.1,62.2,62.6,96.45,55.7,0.255,18,17,6,54,36,59,61.0,DAL,DAL @ DET,L,53,125,46,86,53.5,19,46,41.3,14,29,48.3,4,26,30,25,13,8,7,24,-6,117.9,122.4,-4.5,54.3,1.92,18.2,12.8,65.2,38.7,12.3,64.5,63.3,96.45,44.3,0.337,17,11,7,44,27,40,67.5
IND,IND @ SAC,11/30/2022,L,48,114,40,100,40.0,12,37,32.4,22,30,73.3,12,35,47,28,15,8,5,21,-23,100.0,120.2,-20.2,70.0,1.87,17.8,23.1,72.9,44.2,13.2,46.0,50.4,114.0,40.0,0.3,20,10,8,56,28,63,44.4,SAC,SAC vs. IND,W,48,137,48,95,50.5,16,43,37.2,25,29,86.2,11,47,58,28,18,8,5,25,23,120.2,100.0,20.2,58.3,1.56,18.2,27.1,76.9,55.8,15.8,58.9,63.6,114.0,60.0,0.305,13,15,31,56,32,52,61.5
DEN,DEN vs. HOU,11/30/2022,W,48,120,44,83,53.0,17,32,53.1,15,20,75.0,8,34,42,30,12,6,8,21,20,127.7,106.4,21.3,68.2,2.5,22.2,27.5,67.9,50.5,12.8,63.3,65.4,94.0,63.0,0.241,19,12,26,50,27,51,52.9,HOU,HOU @ DEN,L,48,100,37,88,42.0,12,41,29.3,14,18,77.8,10,29,39,18,14,5,6,20,-20,106.4,127.7,-21.3,48.6,1.29,14.0,32.1,72.5,49.5,14.9,48.9,52.1,94.0,37.0,0.205,12,7,9,46,25,47,53.2
BOS,BOS vs. MIA,11/30/2022,W,48,134,46,83,55.4,22,45,48.9,20,23,87.0,11,30,41,32,18,7,0,18,13,135.4,123.5,11.9,69.6,1.78,22.5,31.6,72.1,53.1,18.2,68.7,72.0,98.5,56.0,0.277,19,15,20,44,24,38,63.2,MIA,MIA @ BOS,L,48,121,47,90,52.2,18,40,45.0,9,9,100.0,9,23,32,25,15,8,3,21,-13,123.5,135.4,-11.9,53.2,1.67,18.5,27.9,68.4,46.9,15.3,62.2,64.4,98.5,44.0,0.1,15,14,4,50,29,50,58.0
NOP,NOP vs. TOR,11/30/2022,W,48,126,45,86,52.3,14,33,42.4,22,26,84.6,12,40,52,28,20,10,4,16,18,121.2,102.9,18.3,62.2,1.4,19.4,27.3,81.6,55.9,19.2,60.5,64.7,104.5,58.7,0.302,25,18,12,62,31,53,58.5,TOR,TOR @ NOP,L,48,108,42,88,47.7,11,38,28.9,13,19,68.4,3,27,30,29,16,12,7,21,-18,102.9,121.2,-18.3,69.0,1.81,20.4,18.4,72.7,44.1,15.2,54.0,56.0,104.5,41.3,0.216,29,10,14,54,31,50,62.0
PHX,PHX vs. CHI,11/30/2022,W,48,132,49,93,52.7,15,33,45.5,19,21,90.5,10,36,46,22,14,3,5,28,19,126.9,108.7,18.3,44.9,1.57,15.9,26.7,86.7,56.7,13.5,60.8,64.6,104.0,53.8,0.226,15,18,9,46,34,60,56.7,CHI,CHI @ PHX,L,48,113,41,82,50.0,4,25,16.0,27,33,81.8,5,30,35,21,12,5,6,19,-19,108.7,126.9,-18.3,51.2,1.75,16.0,13.3,73.3,43.3,11.5,52.4,58.5,104.0,46.2,0.402,21,7,17,66,37,57,64.9
CLE,CLE vs. PHI,11/30/2022,W,48,113,45,74,60.8,15,29,51.7,8,10,80.0,6,34,40,28,19,10,3,13,28,122.8,92.4,30.4,62.2,1.47,22.0,23.3,78.3,56.6,20.7,70.9,72.1,92.0,66.8,0.135,17,8,16,56,30,45,66.7,PHI,PHI @ CLE,L,48,85,32,77,41.6,6,26,23.1,15,18,83.3,7,23,30,19,16,7,1,11,-28,92.4,122.8,-30.4,59.4,1.19,15.7,21.7,76.7,43.4,17.4,45.5,50.0,92.0,33.2,0.234,17,5,4,42,26,51,51.0
BKN,BKN vs. WAS,11/30/2022,W,48,113,39,84,46.4,11,26,42.3,24,26,92.3,4,31,35,22,9,8,7,25,6,111.9,107.0,4.9,56.4,2.44,17.2,11.1,63.0,39.4,8.9,53.0,59.2,100.5,54.4,0.31,12,11,9,32,28,58,48.3,WAS,WAS @ BKN,L,48,107,39,89,43.8,6,24,25.0,23,34,67.6,14,37,51,19,14,6,5,21,-6,107.0,111.9,-4.9,48.7,1.36,13.8,37.0,88.9,60.6,14.0,47.2,51.5,100.5,45.6,0.382,12,25,15,58,33,65,50.8
TOR,TOR @ NOP,11/30/2022,L,48,108,42,88,47.7,11,38,28.9,13,19,68.4,3,27,30,29,16,12,7,21,-18,102.9,121.2,-18.3,69.0,1.81,20.4,18.4,72.7,44.1,15.2,54.0,56.0,104.5,41.3,0.216,29,10,14,54,31,50,62.0,NOP,NOP vs. TOR,W,48,126,45,86,52.3,14,33,42.4,22,26,84.6,12,40,52,28,20,10,4,16,18,121.2,102.9,18.3,62.2,1.4,19.4,27.3,81.6,55.9,19.2,60.5,64.7,104.5,58.7,0.302,25,18,12,62,31,53,58.5
NYK,NYK vs. MIL,11/30/2022,L,48,103,42,100,42.0,6,30,20.0,13,20,65.0,19,36,55,18,8,2,3,20,-6,107.3,114.7,-7.4,42.9,2.25,13.1,37.1,71.7,53.0,8.3,45.0,47.3,95.5,42.1,0.2,5,28,10,64,36,70,51.4,MIL,MIL @ NYK,W,48,109,39,90,43.3,10,35,28.6,21,26,80.8,14,38,52,23,6,3,6,15,6,114.7,107.3,7.4,59.0,3.83,17.3,28.3,62.9,47.0,6.3,48.9,53.7,95.5,57.9,0.289,12,20,7,56,29,55,52.7
UTA,UTA vs. LAC,11/30/2022,W,48,125,45,81,55.6,14,32,43.8,21,28,75.0,13,33,46,24,18,4,7,24,13,127.6,115.5,12.1,53.3,1.33,17.5,41.0,59.3,52.0,18.4,64.2,67.0,97.5,60.7,0.346,14,17,24,52,31,49,63.3,LAC,LAC @ UTA,L,48,112,37,93,39.8,10,30,33.3,28,36,77.8,17,22,39,16,11,9,5,23,-13,115.5,127.6,-12.1,43.2,1.45,11.8,40.7,59.0,48.0,11.3,45.2,51.5,97.5,39.3,0.387,19,15,11,42,27,63,42.9
LAL,LAL vs. POR,11/30/2022,W,48,128,48,97,49.5,14,37,37.8,18,26,69.2,13,35,48,28,8,5,6,18,19,129.3,110.1,19.2,58.3,3.5,19.6,30.8,72.5,51.5,8.1,56.7,59.0,99.0,58.6,0.268,10,27,14,64,34,60,56.7,POR,POR @ LAL,L,48,109,42,90,46.7,8,24,33.3,17,21,81.0,12,33,45,21,12,4,5,25,-19,110.1,129.3,-19.2,50.0,1.75,15.7,27.5,69.2,48.5,12.1,51.1,54.9,99.0,41.4,0.233,10,11,12,64,34,66,51.5
ATL,ATL @ ORL,11/30/2022,W,48,125,51,94,54.3,8,32,25.0,15,19,78.9,14,35,49,25,12,8,3,17,17,122.5,105.9,16.7,49.0,2.08,17.6,33.3,83.7,58.0,11.8,58.5,61.1,102.0,58.6,0.202,22,20,9,62,43,62,69.4,ORL,ORL vs. ATL,L,48,108,39,79,49.4,8,27,29.6,22,25,88.0,6,27,33,26,18,5,3,21,-17,105.9,122.5,-16.7,66.7,1.44,19.4,16.3,66.7,42.0,17.6,54.4,60.0,102.0,41.4,0.316,15,8,12,46,31,52,59.6
MIN,MIN vs. MEM,11/30/2022,W,48,109,41,89,46.1,12,39,30.8,15,19,78.9,5,24,29,26,13,13,11,25,8,106.9,100.0,6.9,63.4,2.0,18.8,20.0,50.9,36.2,12.7,52.8,56.0,101.5,57.3,0.213,20,5,19,58,29,50,58.0,MEM,MEM @ MIN,L,48,101,37,87,42.5,9,26,34.6,18,30,60.0,20,39,59,17,27,7,4,20,-8,100.0,106.9,-6.9,45.9,0.63,11.8,49.1,80.0,63.8,26.7,47.7,50.4,101.5,42.7,0.345,15,18,17,54,28,61,45.9
MIA,MIA @ BOS,11/30/2022,L,48,121,47,90,52.2,18,40,45.0,9,9,100.0,9,23,32,25,15,8,3,21,-13,123.5,135.4,-11.9,53.2,1.67,18.5,27.9,68.4,46.9,15.3,62.2,64.4,98.5,44.0,0.1,15,14,4,50,29,50,58.0,BOS,BOS vs. MIA,W,48,134,46,83,55.4,22,45,48.9,20,23,87.0,11,30,41,32,18,7,0,18,13,135.4,123.5,11.9,69.6,1.78,22.5,31.6,72.1,53.1,18.2,68.7,72.0,98.5,56.0,0.277,19,15,20,44,24,38,63.2
POR,POR @ LAL,11/30/2022,L,48,109,42,90,46.7,8,24,33.3,17,21,81.0,12,33,45,21,12,4,5,25,-19,110.1,129.3,-19.2,50.0,1.75,15.7,27.5,69.2,48.5,12.1,51.1,54.9,99.0,41.4,0.233,10,11,12,64,34,66,51.5,LAL,LAL vs. POR,W,48,128,48,97,49.5,14,37,37.8,18,26,69.2,13,35,48,28,8,5,6,18,19,129.3,110.1,19.2,58.3,3.5,19.6,30.8,72.5,51.5,8.1,56.7,59.0,99.0,58.6,0.268,10,27,14,64,34,60,56.7
MIL,MIL @ NYK,11/30/2022,W,48,109,39,90,43.3,10,35,28.6,21,26,80.8,14,38,52,23,6,3,6,15,6,114.7,107.3,7.4,59.0,3.83,17.3,28.3,62.9,47.0,6.3,48.9,53.7,95.5,57.9,0.289,12,20,7,56,29,55,52.7,NYK,NYK vs. MIL,L,48,103,42,100,42.0,6,30,20.0,13,20,65.0,19,36,55,18,8,2,3,20,-6,107.3,114.7,-7.4,42.9,2.25,13.1,37.1,71.7,53.0,8.3,45.0,47.3,95.5,42.1,0.2,5,28,10,64,36,70,51.4
SAC,SAC vs. IND,11/30/2022,W,48,137,48,95,50.5,16,43,37.2,25,29,86.2,11,47,58,28,18,8,5,25,23,120.2,100.0,20.2,58.3,1.56,18.2,27.1,76.9,55.8,15.8,58.9,63.6,114.0,60.0,0.305,13,15,31,56,32,52,61.5,IND,IND @ SAC,L,48,114,40,100,40.0,12,37,32.4,22,30,73.3,12,35,47,28,15,8,5,21,-23,100.0,120.2,-20.2,70.0,1.87,17.8,23.1,72.9,44.2,13.2,46.0,50.4,114.0,40.0,0.3,20,10,8,56,28,63,44.4
LAC,LAC @ UTA,11/30/2022,L,48,112,37,93,39.8,10,30,33.3,28,36,77.8,17,22,39,16,11,9,5,23,-13,115.5,127.6,-12.1,43.2,1.45,11.8,40.7,59.0,48.0,11.3,45.2,51.5,97.5,39.3,0.387,19,15,11,42,27,63,42.9,UTA,UTA vs. LAC,W,48,125,45,81,55.6,14,32,43.8,21,28,75.0,13,33,46,24,18,4,7,24,13,127.6,115.5,12.1,53.3,1.33,17.5,41.0,59.3,52.0,18.4,64.2,67.0,97.5,60.7,0.346,14,17,24,52,31,49,63.3
WAS,WAS @ BKN,11/30/2022,L,48,107,39,89,43.8,6,24,25.0,23,34,67.6,14,37,51,19,14,6,5,21,-6,107.0,111.9,-4.9,48.7,1.36,13.8,37.0,88.9,60.6,14.0,47.2,51.5,100.5,45.6,0.382,12,25,15,58,33,65,50.8,BKN,BKN vs. WAS,W,48,113,39,84,46.4,11,26,42.3,24,26,92.3,4,31,35,22,9,8,7,25,6,111.9,107.0,4.9,56.4,2.44,17.2,11.1,63.0,39.4,8.9,53.0,59.2,100.5,54.4,0.31,12,11,9,32,28,58,48.3
ORL,ORL vs. ATL,11/30/2022,L,48,108,39,79,49.4,8,27,29.6,22,25,88.0,6,27,33,26,18,5,3,21,-17,105.9,122.5,-16.7,66.7,1.44,19.4,16.3,66.7,42.0,17.6,54.4,60.0,102.0,41.4,0.316,15,8,12,46,31,52,59.6,ATL,ATL @ ORL,W,48,125,51,94,54.3,8,32,25.0,15,19,78.9,14,35,49,25,12,8,3,17,17,122.5,105.9,16.7,49.0,2.08,17.6,33.3,83.7,58.0,11.8,58.5,61.1,102.0,58.6,0.202,22,20,9,62,43,62,69.4
CHI,CHI @ PHX,11/30/2022,L,48,113,41,82,50.0,4,25,16.0,27,33,81.8,5,30,35,21,12,5,6,19,-19,108.7,126.9,-18.3,51.2,1.75,16.0,13.3,73.3,43.3,11.5,52.4,58.5,104.0,46.2,0.402,21,7,17,66,37,57,64.9,PHX,PHX vs. CHI,W,48,132,49,93,52.7,15,33,45.5,19,21,90.5,10,36,46,22,14,3,5,28,19,126.9,108.7,18.3,44.9,1.57,15.9,26.7,86.7,56.7,13.5,60.8,64.6,104.0,53.8,0.226,15,18,9,46,34,60,56.7
OKC,OKC vs. SAS,11/30/2022,W,48,119,48,94,51.1,9,27,33.3,14,21,66.7,15,37,52,17,12,4,4,20,8,119.0,108.8,10.2,35.4,1.42,12.8,32.7,71.4,53.3,12.0,55.9,57.6,101.0,52.1,0.223,20,15,8,70,39,67,58.2,SAS,SAS @ OKC,L,48,111,41,92,44.6,10,37,27.0,19,25,76.0,13,31,44,27,11,5,2,20,-8,108.8,119.0,-10.2,65.9,2.45,18.9,28.6,67.3,46.7,10.8,50.0,53.9,101.0,47.9,0.272,8,12,11,54,31,55,56.4
HOU,HOU @ DEN,11/30/2022,L,48,100,37,88,42.0,12,41,29.3,14,18,77.8,10,29,39,18,14,5,6,20,-20,106.4,127.7,-21.3,48.6,1.29,14.0,32.1,72.5,49.5,14.9,48.9,52.1,94.0,37.0,0.205,12,7,9,46,25,47,53.2,DEN,DEN vs. HOU,W,48,120,44,83,53.0,17,32,53.1,15,20,75.0,8,34,42,30,12,6,8,21,20,127.7,106.4,21.3,68.2,2.5,22.2,27.5,67.9,50.5,12.8,63.3,65.4,94.0,63.0,0.241,19,12,26,50,27,51,52.9
PHI,PHI @ CLE,11/30/2022,L,48,85,32,77,41.6,6,26,23.1,15,18,83.3,7,23,30,19,16,7,1,11,-28,92.4,122.8,-30.4,59.4,1.19,15.7,21.7,76.7,43.4,17.4,45.5,50.0,92.0,33.2,0.234,17,5,4,42,26,51,51.0,CLE,CLE vs. PHI,W,48,113,45,74,60.8,15,29,51.7,8,10,80.0,6,34,40,28,19,10,3,13,28,122.8,92.4,30.4,62.2,1.47,22.0,23.3,78.3,56.6,20.7,70.9,72.1,92.0,66.8,0.135,17,8,16,56,30,45,66.7
SAS,SAS @ OKC,11/30/2022,L,48,111,41,92,44.6,10,37,27.0,19,25,76.0,13,31,44,27,11,5,2,20,-8,108.8,119.0,-10.2,65.9,2.45,18.9,28.6,67.3,46.7,10.8,50.0,53.9,101.0,47.9,0.272,8,12,11,54,31,55,56.4,OKC,OKC vs. SAS,W,48,119,48,94,51.1,9,27,33.3,14,21,66.7,15,37,52,17,12,4,4,20,8,119.0,108.8,10.2,35.4,1.42,12.8,32.7,71.4,53.3,12.0,55.9,57.6,101.0,52.1,0.223,20,15,8,70,39,67,58.2
MEM,MEM @ MIN,11/30/2022,L,48,101,37,87,42.5,9,26,34.6,18,30,60.0,20,39,59,17,27,7,4,20,-8,100.0,106.9,-6.9,45.9,0.63,11.8,49.1,80.0,63.8,26.7,47.7,50.4,101.5,42.7,0.345,15,18,17,54,28,61,45.9,MIN,MIN vs. MEM,W,48,109,41,89,46.1,12,39,30.8,15,19,78.9,5,24,29,26,13,13,11,25,8,106.9,100.0,6.9,63.4,2.0,18.8,20.0,50.9,36.2,12.7,52.8,56.0,101.5,57.3,0.213,20,5,19,58,29,50,58.0
NYK,NYK @ DET,11/29/2022,W,48,140,54,96,56.3,16,35,45.7,16,21,76.2,17,34,51,31,14,9,1,19,30,137.3,107.8,29.4,57.4,2.21,20.5,40.9,82.2,61.8,13.7,64.6,66.5,102.0,60.7,0.219,25,21,14,68,38,61,62.3,DET,DET vs. NYK,L,48,110,42,83,50.6,13,39,33.3,13,20,65.0,7,23,30,28,16,7,4,17,-30,107.8,137.3,-29.4,66.7,1.75,20.3,17.8,59.1,38.2,15.7,58.4,59.9,102.0,39.3,0.241,22,11,9,50,29,44,65.9
